date,Coal,Natural Gas,Nuclear,Conventional Hydroelectric,Wind,Solar
2018-02-01,26.211210283866926,31.522134975753435,20.69743222780912,7.955046416683172,7.407821514595858,1.244593239073072
2018-03-01,24.450941027336192,32.37097644853918,20.328677224287787,7.842703171532028,8.025571197224531,1.5333013895543843
2018-04-01,23.64238261166679,31.805976836615297,19.060957802411753,9.062601738704384,8.519780421685775,1.9524161028394968
2018-05-01,24.38694281185082,33.06788982425217,19.26301512541562,8.711277963133588,6.853936442351164,1.959780014764878
2018-06-01,26.498491066487055,34.221463404446396,18.19283021626307,7.204504871401272,6.44899387028393,1.9357685118469556
2018-07-01,27.329728090808526,39.10219512368445,17.163038920985496,5.9455707866392835,3.8958885548946736,1.6000928551294167
2018-08-01,27.48961937303162,38.681355940297365,17.25894142676017,5.257050349920847,4.7386756254044204,1.5985807372811949
2018-09-01,26.39285284694201,38.842688274338705,17.694288619886496,5.239532416975582,5.062931251298538,1.629596824459535
2018-10-01,26.211466315033803,37.02958341718656,17.841062347750082,5.871627974036038,6.366036591043575,1.4928376831880044
2018-11-01,28.258930338337507,32.96149595535516,19.470923311585313,6.671456711492149,6.702815267658978,1.1395638420624796
2018-12-01,28.852337373237695,31.623707930445388,20.608976755690282,6.556551950255682,6.990549269768592,0.8944543828264758
2019-01-01,27.604668213253962,33.32312002101025,20.162446380110303,6.784010330035893,6.648045609734746,0.9793836995535323
2019-02-01,24.856095308287234,34.95290250554317,20.124888436935382,7.115468938044016,7.035236824674174,1.1929084763050934
2019-03-01,23.310306254202292,34.52842088978538,19.361786948941766,7.834562039235286,7.667660341657593,1.75499663816545
2019-04-01,19.515197702025382,33.98403532940567,19.729818630659853,9.060325090456695,9.41694104926511,2.198968907647865
2019-05-01,21.034935813964374,34.32336184420365,19.641775496648044,9.358549310735324,7.543432014303229,2.0957391708925766
2019-06-01,21.50602409638554,37.81133625410734,18.84036144578313,7.688389923329682,6.146221248630887,2.182639649507119
2019-07-01,23.82963528746858,40.740066354364465,17.073124590605868,5.882269480066496,5.226292976038176,1.923236087693701
2019-08-01,22.726009487698136,42.356313089205145,17.378244026689284,5.45651391134343,4.827947868409542,1.9035812073011293
2019-09-01,23.073444015797424,40.36526828427823,17.78529181349996,4.987441210597303,6.599219820542572,1.8352254524798561
2019-10-01,20.246743638877433,39.753377640866425,18.808365876731266,5.550367477623888,8.37588231013656,1.8473936983045094
2019-11-01,23.389928111009976,36.52004037176701,19.8530641056601,6.259481482857479,7.796952303110236,1.3510919572257414
2019-12-01,21.064530640082424,38.30133646772017,21.20760959470637,6.233366708748712,7.73264841176556,1.0021331243742109
2020-01-01,18.655829445508882,38.97390074090622,21.241984494525543,7.0161269535780875,8.05373932817248,1.2770393536617148
2020-02-01,17.127819411386444,39.01477171948666,20.087039469473712,7.883532900370893,8.871564973318257,1.6947706223504924
2020-03-01,15.853536584603653,39.43368396052475,19.999187494921845,7.444734029587686,9.162557265982912,1.984387402421265
2020-04-01,13.934232478152289,37.87644695056988,20.270154535519875,7.945681330012641,10.192287269575584,2.7135354753397487
2020-05-01,14.579599152680464,36.72114914578659,20.16081523169677,9.393213923114525,8.89246813151001,3.0248430077336708
2020-06-01,17.81799622258371,39.044673952203674,18.342576721945044,7.641898752142537,8.245903250106444,2.634911623743136
2020-07-01,21.079678831499326,42.664561260048266,16.30397747966849,6.2837928336282305,5.373016488435537,2.4931210068355223
2020-08-01,22.077988140454227,42.06166188667545,16.709460506937447,5.640066661499109,5.578298193938455,2.2563657855980157
2020-09-01,19.801083158933746,40.92876102480382,19.025330635567094,5.406821411927484,6.711417166708639,2.2381039218921415
2020-10-01,18.4286427422486,40.494327041001846,18.292134277491204,5.796217205613178,8.88167828375272,2.1832109995624336
2020-11-01,19.72168766741773,35.39698349917963,19.908002849526316,6.734745847395616,10.678954443036872,1.8589613412114354
2020-12-01,22.296239133888648,36.276072993032074,19.823134887310196,6.1020449851335705,9.081856147438662,1.4443700492521392
2021-01-01,22.696351095006747,35.34920364415564,20.040062244547315,6.861427657476191,8.397985154060843,1.5530405679116506
2021-02-01,26.220416972676446,33.32873694150092,18.871385962019815,6.036361456256838,8.00851331704612,1.8975104542933798
2021-03-01,19.042345717748535,32.9202118823942,19.597275797788893,6.527503491383818,12.059885691786173,2.8595510111170586
2021-04-01,17.461093114395467,34.76167206568136,18.47595685534632,6.27461513816839,11.701353043782179,3.5248392431239424
2021-05-01,18.8907422852377,33.915970164262184,18.7490757664484,6.893747153360661,9.9926652825345,3.6842167527312952
2021-06-01,22.287804217736763,38.15118366846556,16.874522714328403,5.990238470438299,6.8121275894743025,3.1151589760354703
2021-07-01,23.964644378621415,40.167809391189415,16.24564840274254,5.215544200427194,5.125385005723457,2.8775416278219
2021-08-01,23.663765664713562,40.126758141933806,16.140056595094162,4.722763030114352,6.289350550384968,2.7802688499300694
2021-09-01,21.68374289712201,37.99582693031963,17.736920670440206,4.6794461198424235,7.971717693760463,3.082793372571551
2021-10-01,18.750018728443564,39.51012384745158,17.500157318925915,5.133990776616114,9.653388949319334,2.777203438841893
2021-11-01,17.629343558225706,37.58599623627361,19.263463917652366,5.947363089079975,10.975284044685809,2.393005485953564
2021-12-01,17.317734629699086,36.80967081157497,20.40333516055509,6.797841954934941,11.496783128011309,1.757306482790456
2022-01-01,22.72309823638373,35.00978057272128,18.309906656496945,6.277726756222468,9.706894136326136,2.0292742659381826
2022-02-01,21.029019133722706,34.06110819724596,18.32831062000136,6.31795108855088,11.15516480129909,2.674928215203264
2022-03-01,17.859306630764053,32.92025814760072,18.484187727745013,7.152034887975063,12.594500460977859,3.4229435265537878
2022-04-01,17.112132421164624,32.63085620971633,17.1000705157547,6.206004973216384,14.278512488711293,4.144965546249675
2022-05-01,17.178696131139613,34.91507078121695,17.412206841039644,6.417149026535059,11.572241345681013,4.154018169880415
2022-06-01,18.274150819019663,38.68533973458042,16.34681160682081,6.464596211489907,8.399895523687515,3.993233915001057
2022-07-01,19.377863288686772,42.391136166405424,15.440624110039982,5.508950615207637,6.609529832020397,3.535397704211487
2022-08-01,19.658754564895922,43.569235312166214,15.894258208738302,4.875297309393247,5.702342255883323,3.3457832242526027
2022-09-01,17.515710728568195,42.29446702094404,17.17481756152246,4.588179495747593,7.365178773539145,3.5805909174203148
2022-10-01,16.365875152407742,40.28755266366479,17.789453987952246,4.335924767917717,9.88235933218248,3.6040658160000967
2022-11-01,16.843385228539077,38.099207380651485,18.53558122929196,5.347267659158742,12.30875406691703,2.510509003235608
2022-12-01,19.764222343124633,37.90003285912056,18.609574393587625,5.502556008640333,10.417957240049343,1.8252972134388417
2023-01-01,16.991711427913824,38.191488476694104,19.652429031354597,6.180241086804005,10.873586103816514,2.2134286514501533
2023-02-01,14.376635184532313,38.32532363510413,18.804854062679755,5.776878877281527,13.045602706597641,2.8609157651890476
2023-03-01,14.360385223350939,37.927631484578725,18.021843093491537,5.794128700401919,12.78913984571558,3.483878741282414
2023-04-01,12.488255607752855,37.42463366829481,17.6280994306692,5.437886942724699,13.400118221696792,4.590424042559811
2023-05-01,12.437895644821257,39.079422638757656,17.442563225141942,7.787339933206784,9.098518575267216,4.802925962812579
2023-06-01,15.086308325445922,42.311473438161826,16.985823576474772,5.089864197078956,7.201947362641385,4.609821526619359
2023-07-01,17.459221141454975,44.255212103023986,15.42182286793652,4.677873497272582,6.157210443624552,4.166151782089078
2023-08-01,17.372611146538567,44.43750708240476,15.496634885648325,4.692718065853588,6.342723953970479,3.9585920957030076
2023-09-01,15.716283894220695,43.32540547336658,17.172373328862996,4.31378609446377,7.394388332425296,4.076474162859897
2023-10-01,14.55706870298792,40.270195375996664,17.541559179872188,5.163937002025466,10.42271949446211,4.022934325211474
2023-11-01,15.17177861422145,40.05650436961202,18.43736395862269,5.360215356276635,10.96978437719332,3.041700106315874
2023-12-01,15.605517715705632,40.538127038359995,19.107336986666077,5.362412087058771,10.64134847913385,2.55141659086371
2024-01-01,19.172167390946292,40.65679281379468,17.504339342953795,5.381292047283001,8.862648709599767,2.4454889837702236
2024-02-01,13.01542470375174,38.69913703199274,19.080426491138404,5.78965561047379,12.297811116067868,3.6601542765810984
2024-03-01,11.061736369639629,37.60961529034174,18.26686006442106,6.616567805041222,13.229963579319511,4.518125272145821
2024-04-01,11.043008487775644,36.32477237868355,17.006998484007916,5.693128788126015,14.147973881028738,5.618367534628997
2024-05-01,12.297303395242784,38.201325607260316,17.246431823068324,5.829858281594657,10.335171062795135,5.852951559858043
